Run info,Date,Time,Instance,Best obj,Optimal obj,Found optimal,CPU time,Wall time,Stopped after,Total iterations,Population size,Splits,Split factor,Pre-processed?,Heuristic?,MIP solve time,Swaps,Initial jumps,Dead jumps,Jump frequency,AND(NOT($G2="*")NOT(ISBLANK($F2)))
,2019-12-05,03:54:20,b08,104,104,*,0,0.174641,0,10,1000,500,8,1,1,50,1,1,5,0,104
,2019-12-05,03:54:20,b09,220,220,*,1,0.309887,0,10,1000,500,8,1,1,50,1,1,5,0,224
,2019-12-05,03:54:21,b10,86,86,*,5,5.49158,0,10,1000,500,8,1,1,50,1,1,5,0,98
,2019-12-05,03:54:26,b11,88,88,*,1,0.650885,0,10,1000,500,8,1,1,50,1,1,5,0,93
,2019-12-05,03:54:27,b12,174,174,*,9,8.69011,0,10,1000,500,8,1,1,50,1,1,5,0,174
,2019-12-05,03:54:36,b13,165,165,*,2,2.03219,0,10,1000,500,8,1,1,50,1,1,5,0,175
,2019-12-05,03:54:38,b14,235,235,*,2,2.82342,5,10,1000,500,8,1,1,50,1,1,5,0,236
,2019-12-05,03:54:40,b15,318,318,*,5,4.23811,0,10,1000,500,8,1,1,50,1,1,5,0,322
,2019-12-05,03:54:45,b16,127,127,*,145,143.922,4,10,1000,500,8,1,1,50,1,1,5,0,130
,2019-12-05,03:57:10,b17,131,131,*,15,14.8367,0,10,1000,500,8,1,1,50,1,1,5,0,133
,2019-12-05,03:57:25,b18,218,218,*,0,0.555493,0,10,1000,500,8,1,1,50,1,1,5,0,226

###### TESTSET: C ######

,2019-12-05,03:57:26,c01,85,85,*,50,49.8088,0,10,1000,500,8,1,1,50,1,1,5,0,88
,2019-12-05,03:58:16,c02,144,144,*,50,49.8169,0,10,1000,500,8,1,1,50,1,1,5,0,144
,2019-12-05,03:59:06,c03,754,754,*,51,49.4613,0,10,1000,500,8,1,1,50,1,1,5,0,780
,2019-12-05,03:59:58,c04,1080,1079,,516,512.886,10,10,1000,500,8,1,1,50,1,1,5,0,1083
,2019-12-05,04:08:34,c05,1579,1579,*,51,50.147,0,10,1000,500,8,1,1,50,1,1,5,0,1603
,2019-12-05,04:09:26,c06,55,55,*,9,9.21889,0,10,1000,500,8,1,1,50,1,1,5,0,60
,2019-12-05,04:09:35,c07,102,102,*,4,3.32229,0,10,1000,500,8,1,1,50,1,1,5,0,115
,2019-12-05,04:09:39,c08,513,509,,513,510.386,10,10,1000,500,8,1,1,50,1,1,5,0,513
,2019-12-05,04:18:13,c09,707,707,*,155,153.523,2,10,1000,500,8,1,1,50,1,1,5,0,709
,2019-12-05,04:20:48,c10,1094,1093,,528,524.528,10,10,1000,500,8,1,1,50,1,1,5,0,1094
,2019-12-05,04:29:36,c11,32,32,*,31,30.5452,0,10,1000,500,8,1,1,50,1,1,5,0,35
,2019-12-05,04:30:07,c12,47,46,,503,500.812,10,10,1000,500,8,1,1,50,1,1,5,0,47
 
 **************** STARTING RUN 1 **************** 
          Thu  5 Dec 04:39:00 AEDT 2019
 ************************************************ 

###### TESTSET: B ######

,2019-12-05,04:39:00,b01,82,82,*,0,0.73287,0,10,1000,500,8,1,1,50,1,1,5,0,82
,2019-12-05,04:39:00,b02,83,83,*,1,0.059571,0,10,1000,500,8,1,1,50,1,1,5,0,90
,2019-12-05,04:39:01,b03,138,138,*,0,0.092697,0,10,1000,500,8,1,1,50,1,1,5,0,140
,2019-12-05,04:39:01,b04,59,59,*,3,3.11332,0,10,1000,500,8,1,1,50,1,1,5,0,59
,2019-12-05,04:39:04,b05,61,61,*,1,1.57372,0,10,1000,500,8,1,1,50,1,1,5,0,64
,2019-12-05,04:39:05,b06,122,122,*,0,0.080085,0,10,1000,500,8,1,1,50,1,1,5,0,127
,2019-12-05,04:39:05,b07,111,111,*,0,0.025574,0,10,1000,500,8,1,1,50,1,1,5,0,111
,2019-12-05,04:39:05,b08,104,104,*,1,0.23211,0,10,1000,500,8,1,1,50,1,1,5,0,104
,2019-12-05,04:39:06,b09,220,220,*,0,0.18773,0,10,1000,500,8,1,1,50,1,1,5,0,224
,2019-12-05,04:39:06,b10,86,86,*,18,17.8868,0,10,1000,500,8,1,1,50,1,1,5,0,98
,2019-12-05,04:39:24,b11,88,88,*,1,1.29745,0,10,1000,500,8,1,1,50,1,1,5,0,93
,2019-12-05,04:39:25,b12,174,174,*,1,0.66151,0,10,1000,500,8,1,1,50,1,1,5,0,174
,2019-12-05,04:39:26,b13,165,165,*,3,2.96123,0,10,1000,500,8,1,1,50,1,1,5,0,175
,2019-12-05,04:39:29,b14,235,235,*,2,2.82342,5,10,1000,500,8,1,1,50,1,1,5,0,236
,2019-12-05,04:39:36,b15,318,318,*,8,8.03996,0,10,1000,500,8,1,1,50,1,1,5,0,322
,2019-12-05,04:39:44,b16,127,127,*,51,50.0218,0,10,1000,500,8,1,1,50,1,1,5,0,137
,2019-12-05,04:40:35,b17,131,131,*,37,37.4333,0,10,1000,500,8,1,1,50,1,1,5,0,133
,2019-12-05,04:41:12,b18,218,218,*,28,27.8621,0,10,1000,500,8,1,1,50,1,1,5,0,226

###### TESTSET: C ######

,2019-12-05,04:41:41,c01,85,85,*,50,49.7855,0,10,1000,500,8,1,1,50,1,1,5,0,88
,2019-12-05,04:42:31,c02,144,144,*,50,49.7951,0,10,1000,500,8,1,1,50,1,1,5,0,144
,2019-12-05,04:43:22,c03,754,754,*,207,204.667,3,10,1000,500,8,1,1,50,1,1,5,0,755
,2019-12-05,04:46:50,c04,1083,1079,,526,522.567,10,10,1000,500,8,1,1,50,1,1,5,0,1083
,2019-12-05,04:55:37,c05,1582,1579,,544,540.104,10,10,1000,500,8,1,1,50,1,1,5,0,1582
,2019-12-05,05:04:41,c06,55,55,*,13,12.4271,0,10,1000,500,8,1,1,50,1,1,5,0,60
,2019-12-05,05:04:54,c07,102,102,*,3,2.38164,0,10,1000,500,8,1,1,50,1,1,5,0,115
,2019-12-05,05:04:57,c08,512,509,,523,519.544,10,10,1000,500,8,1,1,50,1,1,5,0,512
,2019-12-05,05:13:41,c09,708,707,,529,526.598,10,10,1000,500,8,1,1,50,1,1,5,0,708
,2019-12-05,05:22:31,c10,1096,1093,,551,546.505,10,10,1000,500,8,1,1,50,1,1,5,0,1096
,2019-12-05,05:31:42,c11,32,32,*,6,5.14642,0,10,1000,500,8,1,1,50,1,1,5,0,35
,2019-12-05,05:31:48,c12,46,46,*,10,9.51416,0,10,1000,500,8,1,1,50,1,1,5,0,49
,2019-12-05,05:31:58,c13,260,258,,522,518.732,10,10,1000,500,8,1,1,50,1,1,5,0,260
,2019-12-05,05:40:40,c14,324,323,,529,526.315,10,10,1000,500,8,1,1,50,1,1,5,0,324
,2019-12-05,05:49:30,c15,556,556,*,106,105.579,1,10,1000,500,8,1,1,50,1,1,5,0,558
,2019-12-05,05:51:16,c16,11,11,*,9,8.01305,0,10,1000,500,8,1,1,50,1,1,5,0,12
,2019-12-05,05:51:25,c17,18,18,*,2,1.89708,0,10,1000,500,8,1,1,50,1,1,5,0,20
,2019-12-05,05:51:27,c18,118,113,,519,514.225,10,10,1000,500,8,1,1,50,1,1,5,0,118
,2019-12-05,06:00:06,c19,151,146,,524,520.67,10,10,1000,500,8,1,1,50,1,1,5,0,151
,2019-12-05,06:08:50,c20,268,267,,538,534.675,10,10,1000,500,8,1,1,50,1,1,5,0,268

###### TESTSET: D ######

,2019-12-05,06:17:51,d01,106,106,*,50,49.6058,0,10,1000,500,8,1,1,50,1,1,5,0,107
,2019-12-05,06:18:44,d02,220,220,*,50,49.8649,0,10,1000,500,8,1,1,50,1,1,5,0,237
,2019-12-05,06:19:37,d03,1570,1565,,546,543.44,10,10,1000,500,8,1,1,50,1,1,5,0,1570
,2019-12-05,06:28:46,d04,1935,1935,*,223,220.723,3,10,1000,500,8,1,1,50,1,1,5,0,1936
,2019-12-05,06:32:32,d05,3253,3250,,629,623.94,10,10,1000,500,8,1,1,50,1,1,5,0,3253
,2019-12-05,06:43:04,d06,67,67,*,253,251.44,4,10,1000,500,8,1,1,50,1,1,5,0,70
,2019-12-05,06:47:19,d07,103,103,*,0,0.171272,0,10,1000,500,8,1,1,50,1,1,5,0,105
,2019-12-05,06:47:22,d08,1081,1072,,555,551.365,10,10,1000,500,8,1,1,50,1,1,5,0,1081
,2019-12-05,06:56:40,d09,1451,1448,,583,579.949,10,10,1000,500,8,1,1,50,1,1,5,0,1453
,2019-12-05,07:06:26,d10,2114,2110,,633,628.597,10,10,1000,500,8,1,1,50,1,1,5,0,2114
,2019-12-05,07:17:02,d11,29,29,*,51,50.4184,0,10,1000,500,8,1,1,50,1,1,5,0,32
,2019-12-05,07:17:55,d12,42,42,*,1,0.965394,1,10,1000,500,8,1,1,50,1,1,5,0,43
,2019-12-05,07:17:59,d13,505,500,,552,549.553,10,10,1000,500,8,1,1,50,1,1,5,0,505
,2019-12-05,07:27:14,d14,671,667,,576,572.118,10,10,1000,500,8,1,1,50,1,1,5,0,671
,2019-12-05,07:36:52,d15,1123,1116,,628,624.315,10,10,1000,500,8,1,1,50,1,1,5,0,1123
,2019-12-05,07:47:23,d16,13,13,*,2,2.55867,0,10,1000,500,8,1,1,50,1,1,5,0,16
,2019-12-05,07:47:28,d17,23,23,*,3,2.55418,0,10,1000,500,8,1,1,50,1,1,5,0,25
,2019-12-05,07:47:33,d18,234,223,,549,546.185,10,10,1000,500,8,1,1,50,1,1,5,0,234
,2019-12-05,07:56:44,d19,328,310,,566,562.301,10,10,1000,500,8,1,1,50,1,1,5,0,328
,2019-12-05,08:06:12,d20,542,537,,602,598.494,10,10,1000,500,8,1,1,50,1,1,5,0,542

###### TESTSET: E ######

,2019-12-05,08:17:03,e01,111,111,*,3,2.61427,0,10,1000,500,8,1,1,50,1,1,5,0,125
,2019-12-05,08:17:56,e02,214,214,*,101,100.952,1,10,1000,500,8,1,1,50,1,1,5,0,223
,2019-12-05,08:20:29,e03,4026,4013,,706,700.582,10,10,1000,500,8,1,1,50,1,1,5,0,4029
,2019-12-05,08:33:08,e04,5109,5101,,792,786.409,10,10,1000,500,8,1,1,50,1,1,5,0,5109
,2019-12-05,08:47:16,e05,8137,8128,,1161,1158.17,10,10,1000,500,8,1,1,50,1,1,5,0,8137
,2019-12-05,09:07:35,e06,73,73,*,153,152,2,10,1000,500,8,1,1,50,1,1,5,0,78
,2019-12-05,09:10:52,e07,145,145,*,512,509.974,10,10,1000,500,8,1,1,50,1,1,5,0,147
,2019-12-05,09:20:10,e08,2657,2640,,746,741.48,10,10,1000,500,8,1,1,50,1,1,5,0,2658
,2019-12-05,09:33:24,e09,3620,3604,,855,850.686,10,10,1000,500,8,1,1,50,1,1,5,0,3620
,2019-12-05,09:48:30,e10,5616,5600,,1222,1216.93,10,10,1000,500,8,1,1,50,1,1,5,0,5619
,2019-12-05,10:09:32,e11,34,34,*,6,6.01514,0,10,1000,500,8,1,1,50,1,1,5,0,39
,2019-12-05,10:10:18,e12,69,67,,531,529.082,10,10,1000,500,8,1,1,50,1,1,5,0,69
,2019-12-05,10:20:03,e13,1304,1280,,739,736.023,10,10,1000,500,8,1,1,50,1,1,5,0,1306
,2019-12-05,10:33:03,e14,1744,1732,,835,830.12,10,10,1000,500,8,1,1,50,1,1,5,0,1744
,2019-12-05,10:47:38,e15,2800,2784,,1098,1093.9,10,10,1000,500,8,1,1,50,1,1,5,0,2801
,2019-12-05,11:06:37,e16,15,15,*,31,30.2183,0,10,1000,500,8,1,1,50,1,1,5,0,19
,2019-12-05,11:07:48,e17,25,25,*,14,13.3131,0,10,1000,500,8,1,1,50,1,1,5,0,28
,2019-12-05,11:08:42,e18,604,564,,704,698.606,10,10,1000,500,8,1,1,50,1,1,5,0,605
,2019-12-05,11:21:06,e19,786,758,,762,759.027,10,10,1000,500,8,1,1,50,1,1,5,0,786
,2019-12-05,11:34:29,e20,1353,1342,,981,974.875,10,10,1000,500,8,1,1,50,1,1,5,0,1353
 
 **************** FINISHED RUN **************** 
          Thu  5 Dec 11:50:51 AEDT 2019
 ********************************************** 
 
 
 **************** STARTING RUN 2 **************** 
          Thu  5 Dec 11:50:51 AEDT 2019
 ************************************************ 

###### TESTSET: B ######

,2019-12-05,11:50:51,b01,82,82,*,2,1.84974,0,10,1000,500,8,1,1,50,1,1,5,0,82
,2019-12-05,11:50:53,b02,83,83,*,0,0.136452,0,10,1000,500,8,1,1,50,1,1,5,0,90
,2019-12-05,11:50:53,b03,138,138,*,0,0.250799,0,10,1000,500,8,1,1,50,1,1,5,0,140
,2019-12-05,11:50:53,b04,59,59,*,1,1.36246,0,10,1000,500,8,1,1,50,1,1,5,0,59
